800,8,Win,Fail
0,1,1,1,10,3,0,4,"['55', '16']","['19', '18']","['53', '15']","['67', '17']","['77', '18']",1
0,0,0,1,3,0,0,1,"['238', '15']","['31', '18']","['99', '16']","['22', '16']","['59', '17']",0
0,1,1,1,11,3,1,4,"['51', '17']","['412', '16']","['18', '18']","['84', '18']","['77', '17']",1
0,0,0,0,6,0,1,0,"['48', '17']","['29', '16']","['43', '17']","['53', '14']","['19', '16']",0
0,1,0,1,7,0,0,1,"['64', '15']","['18', '15']","['62', '18']","['98', '14']","['45', '17']",0
0,1,1,0,9,1,1,3,"['64', '16']","['19', '17']","['498', '16']","['57', '17']","['99', '18']",1
0,0,1,1,11,5,2,5,"['25', '17']","['102', '18']","['15', '18']","['103', '17']","['17', '18']",1
1,0,0,0,11,4,2,2,"['18', '18']","['41', '18']","['25', '17']","['154', '17']","['38', '18']",1
0,0,0,1,5,0,1,3,"['20', '17']","['53', '15']","['133', '18']","['81', '17']","['157', '18']",0
1,1,0,0,4,0,0,2,"['245', '18']","['99', '14']","['498', '18']","['120', '18']","['3', '18']",0
0,1,0,0,3,0,0,0,"['157', '16']","['99', '18']","['105', '15']","['516', '15']","['81', '16']",0
1,0,0,0,1,0,0,0,"['420', '17']","['432', '16']","['67', '16']","['28', '16']","['91', '16']",0
0,0,0,0,8,1,1,1,"['31', '18']","['89', '18']","['161', '17']","['18', '18']","['92', '18']",1
1,0,1,1,8,1,1,2,"['96', '16']","['238', '16']","['57', '17']","['53', '14']","['79', '16']",1
0,0,1,0,8,3,2,0,"['64', '16']","['43', '17']","['18', '18']","['10', '18']","['78', '14']",0
0,1,0,0,5,0,0,2,"['202', '15']","['11', '17']","['1', '15']","['150', '15']","['41', '17']",0
1,0,1,1,9,1,1,2,"['31', '17']","['4', '17']","['11', '17']","['18', '18']","['22', '17']",1
1,1,0,0,8,1,1,1,"['91', '18']","['60', '15']","['23', '17']","['119', '17']","['53', '15']",1
0,1,1,1,7,1,0,4,"['19', '16']","['150', '15']","['99', '16']","['51', '16']","['223', '14']",1
0,1,0,0,6,1,0,1,"['103', '15']","['110', '18']","['254', '17']","['432', '15']","['75', '17']",0
0,1,0,0,3,0,1,0,"['16', '15']","['80', '17']","['222', '17']","['4', '16']","['427', '17']",0
0,0,1,0,9,4,1,2,"['57', '17']","['222', '17']","['13', '18']","['24', '18']","['40', '16']",1
0,1,0,0,4,0,0,1,"['222', '16']","['76', '17']","['13', '18']","['91', '18']","['53', '15']",0
0,1,1,0,7,1,1,2,"['64', '15']","['18', '15']","['20', '16']","['99', '16']","['16', '14']",1
0,0,1,1,11,3,0,3,"['99', '15']","['23', '16']","['432', '15']","['29', '16']","['5', '16']",1
1,0,0,0,3,0,1,0,"['112', '17']","['117', '16']","['67', '16']","['75', '17']","['141', '17']",0
1,1,0,0,5,2,0,1,"['202', '17']","['30', '15']","['89', '16']","['75', '18']","['5', '17']",0
1,1,1,1,10,3,1,2,"['43', '15']","['8', '18']","['157', '16']","['18', '16']","['113', '16']",1
0,0,1,1,8,1,2,4,"['67', '18']","['57', '17']","['26', '18']","['121', '18']","['201', '16']",1
1,0,0,1,5,0,0,2,"['58', '15']","['35', '15']","['40', '12']","['18', '14']","['34', '14']",0
1,0,1,0,9,3,0,2,"['202', '14']","['23', '18']","['141', '16']","['267', '14']","['134', '15']",1
0,0,0,1,3,0,0,2,"['41', '16']","['18', '13']","['5', '14']","['35', '13']","['516', '14']",0
0,0,1,0,11,4,1,0,"['89', '15']","['34', '18']","['17', '17']","['32', '16']","['18', '17']",1
1,0,1,0,7,1,1,1,"['50', '17']","['75', '18']","['201', '15']","['29', '17']","['11', '18']",1
1,0,0,0,3,0,0,0,"['412', '14']","['498', '15']","['141', '16']","['5', '16']","['238', '15']",0
1,1,0,1,5,0,1,3,"['85', '15']","['164', '17']","['121', '17']","['29', '16']","['267', '14']",0
0,1,0,1,5,0,0,2,"['9', '15']","['113', '18']","['105', '16']","['150', '17']","['18', '16']",0
1,0,0,1,3,0,0,3,"['157', '18']","['240', '15']","['29', '16']","['1', '14']","['35', '16']",0
0,0,1,1,6,1,0,1,"['134', '15']","['99', '15']","['85', '15']","['254', '14']","['110', '17']",0
1,1,1,0,9,2,0,1,"['8', '17']","['68', '18']","['56', '17']","['22', '16']","['89', '16']",1
1,1,1,0,11,2,1,2,"['238', '18']","['29', '18']","['10', '17']","['57', '15']","['222', '18']",1
0,1,1,1,10,2,1,3,"['113', '14']","['4', '16']","['16', '13']","['84', '15']","['222', '14']",1
1,1,1,0,7,1,0,2,"['412', '13']","['15', '14']","['157', '15']","['42', '15']","['11', '17']",0
0,1,1,1,10,2,1,3,"['238', '17']","['82', '17']","['122', '16']","['21', '16']","['37', '15']",1
1,0,0,0,0,0,0,0,"['245', '15']","['96', '14']","['120', '13']","['111', '12']","['55', '13']",0
1,1,0,1,2,0,0,4,"['99', '14']","['19', '15']","['15', '16']","['105', '15']","['80', '16']",0
0,1,1,1,9,2,0,3,"['98', '14']","['136', '16']","['11', '17']","['110', '15']","['59', '15']",1
1,0,0,0,2,0,0,0,"['17', '13']","['105', '14']","['42', '13']","['11', '16']","['14', '15']",0
0,1,0,1,7,1,1,1,"['63', '17']","['497', '14']","['59', '16']","['77', '17']","['18', '16']",0
1,0,0,0,4,0,0,0,"['429', '16']","['238', '18']","['17', '15']","['141', '15']","['53', '16']",0
1,1,0,0,4,0,0,2,"['57', '14']","['22', '14']","['133', '15']","['74', '16']","['81', '15']",0
0,1,0,1,6,1,0,1,"['25', '15']","['33', '16']","['18', '17']","['150', '16']","['38', '17']",0
0,0,0,0,2,0,0,0,"['91', '16']","['75', '17']","['236', '17']","['245', '17']","['412', '16']",0
0,0,0,0,2,0,0,0,"['122', '14']","['96', '14']","['40', '12']","['19', '14']","['69', '14']",0
1,0,0,0,2,0,0,0,"['150', '18']","['81', '18']","['22', '16']","['60', '17']","['432', '16']",0
1,1,1,1,11,3,0,2,"['141', '16']","['40', '15']","['8', '17']","['157', '16']","['236', '16']",1
0,0,0,0,3,0,0,0,"['103', '14']","['111', '12']","['222', '14']","['57', '12']","['133', '13']",0
0,1,0,1,3,0,0,1,"['11', '14']","['412', '13']","['51', '14']","['157', '16']","['150', '16']",0
1,1,1,1,10,1,2,3,"['202', '17']","['17', '17']","['7', '16']","['11', '16']","['111', '16']",1
0,0,1,1,10,2,1,2,"['77', '15']","['245', '14']","['99', '14']","['8', '17']","['119', '15']",1
0,0,0,0,1,0,0,0,"['6', '15']","['44', '13']","['29', '13']","['254', '13']","['69', '13']",0
1,1,0,0,4,0,0,0,"['412', '16']","['80', '15']","['37', '16']","['60', '17']","['21', '16']",0
0,0,0,0,2,0,0,0,"['105', '14']","['26', '13']","['96', '15']","['133', '14']","['64', '15']",0
0,0,0,1,3,0,0,3,"['89', '16']","['429', '16']","['102', '18']","['42', '17']","['58', '17']",0
0,0,0,0,1,0,0,1,"['222', '12']","['58', '15']","['245', '14']","['57', '13']","['223', '11']",0
1,1,0,0,4,0,0,0,"['41', '16']","['55', '13']","['143', '12']","['64', '13']","['18', '14']",0
0,0,0,1,3,0,1,3,"['92', '16']","['105', '14']","['117', '13']","['29', '15']","['20', '15']",0
0,0,0,0,7,0,0,0,"['4', '18']","['16', '14']","['92', '15']","['236', '15']","['60', '15']",0
0,1,1,1,10,1,0,4,"['78', '14']","['2', '15']","['45', '16']","['86', '14']","['202', '14']",1
0,0,0,1,3,0,0,2,"['43', '13']","['99', '14']","['96', '14']","['57', '14']","['102', '16']",0
0,0,0,0,1,0,0,1,"['29', '14']","['26', '15']","['122', '14']","['11', '15']","['43', '14']",0
1,0,1,1,8,1,1,2,"['421', '15']","['497', '15']","['22', '16']","['101', '16']","['92', '18']",1
1,1,0,0,6,0,1,0,"['77', '15']","['122', '16']","['74', '15']","['119', '14']","['12', '14']",0
1,1,1,0,10,1,0,1,"['51', '15']","['143', '14']","['50', '16']","['19', '16']","['420', '16']",1
1,0,0,1,3,0,0,1,"['163', '13']","['412', '12']","['9', '14']","['83', '14']","['22', '12']",0
0,1,1,0,10,2,2,1,"['104', '17']","['83', '18']","['134', '17']","['16', '16']","['18', '16']",1
1,1,1,1,10,3,0,2,"['202', '16']","['134', '15']","['85', '15']","['86', '17']","['32', '16']",1
0,1,1,1,9,4,1,1,"['14', '15']","['497', '15']","['18', '15']","['91', '16']","['59', '18']",1
1,0,1,0,11,3,1,0,"['122', '16']","['81', '15']","['117', '16']","['90', '16']","['201', '15']",1
0,0,0,1,3,0,1,2,"['89', '16']","['67', '17']","['113', '17']","['136', '17']","['10', '18']",0
0,1,0,0,2,0,0,0,"['17', '14']","['40', '11']","['110', '12']","['57', '11']","['30', '14']",0
0,1,1,1,8,3,0,3,"['15', '16']","['19', '15']","['58', '16']","['245', '17']","['143', '14']",1
0,0,0,0,2,0,0,1,"['96', '12']","['105', '13']","['10', '12']","['421', '13']","['98', '14']",0
0,1,0,1,6,0,0,2,"['150', '17']","['67', '13']","['201', '13']","['11', '17']","['157', '15']",0
0,1,0,1,6,0,0,2,"['82', '16']","['48', '14']","['245', '16']","['22', '15']","['516', '13']",0
1,1,1,1,11,4,1,3,"['59', '15']","['114', '18']","['105', '15']","['141', '18']","['15', '16']",1
0,0,0,0,0,0,0,0,"['21', '13']","['59', '12']","['117', '11']","['75', '13']","['245', '14']",0
0,0,0,0,2,0,0,0,"['141', '12']","['53', '11']","['498', '13']","['91', '12']","['79', '12']",0
1,1,1,1,11,3,1,2,"['79', '14']","['40', '13']","['15', '15']","['245', '14']","['157', '15']",1
0,0,0,0,5,0,0,0,"['23', '16']","['61', '16']","['98', '13']","['22', '13']","['28', '12']",0
0,0,0,0,2,0,1,1,"['202', '14']","['127', '15']","['141', '14']","['43', '12']","['157', '16']",0
0,1,0,0,3,0,0,1,"['99', '13']","['245', '17']","['17', '17']","['19', '15']","['15', '15']",0
1,1,0,0,5,0,1,1,"['56', '15']","['111', '15']","['57', '17']","['67', '13']","['103', '16']",0
0,1,1,0,6,1,1,1,"['114', '15']","['121', '16']","['16', '13']","['42', '15']","['67', '14']",1
1,0,1,0,10,1,1,1,"['19', '15']","['429', '15']","['12', '14']","['58', '16']","['61', '16']",1
1,1,1,1,8,1,1,2,"['61', '14']","['421', '14']","['67', '14']","['19', '15']","['53', '13']",1
0,0,0,0,2,0,0,0,"['45', '14']","['113', '15']","['202', '14']","['54', '15']","['157', '13']",0
0,0,0,0,2,0,0,0,"['78', '14']","['22', '12']","['245', '14']","['113', '12']","['120', '14']",0
1,0,0,0,1,0,0,0,"['432', '12']","['134', '10']","['24', '13']","['23', '16']","['22', '13']",0
0,1,0,1,2,0,0,1,"['31', '15']","['119', '13']","['1', '13']","['122', '15']","['412', '12']",0
0,1,1,0,10,2,0,0,"['55', '15']","['17', '15']","['32', '13']","['21', '14']","['37', '12']",1
0,0,1,0,10,2,1,3,"['57', '16']","['16', '15']","['48', '16']","['134', '16']","['67', '16']",1
1,1,1,1,10,2,0,3,"['58', '17']","['498', '14']","['497', '14']","['134', '15']","['77', '13']",1
1,0,1,1,10,2,1,4,"['133', '16']","['62', '14']","['34', '17']","['40', '15']","['18', '15']",1
1,1,0,1,3,0,0,1,"['113', '12']","['84', '14']","['81', '11']","['58', '13']","['412', '10']",0
1,0,1,0,9,1,1,0,"['92', '15']","['432', '14']","['69', '13']","['81', '14']","['19', '14']",1
1,1,1,0,6,1,1,1,"['202', '15']","['245', '15']","['89', '14']","['12', '15']","['254', '15']",1
0,1,1,0,8,2,2,1,"['30', '16']","['103', '17']","['41', '18']","['31', '17']","['222', '16']",1
0,1,1,1,9,2,1,2,"['16', '13']","['101', '15']","['24', '15']","['498', '13']","['141', '14']",1
0,0,0,0,0,0,0,0,"['245', '14']","['201', '11']","['51', '12']","['62', '12']","['24', '13']",0
0,0,0,0,2,0,0,0,"['64', '13']","['75', '14']","['4', '14']","['267', '12']","['29', '14']",0
0,0,0,0,3,0,0,0,"['222', '12']","['201', '12']","['104', '13']","['69', '13']","['23', '15']",0
0,1,0,0,2,0,0,0,"['157', '13']","['85', '13']","['19', '13']","['18', '14']","['201', '12']",0
1,0,1,1,8,2,1,4,"['141', '17']","['432', '16']","['114', '16']","['103', '17']","['498', '16']",1
1,0,0,0,1,0,0,0,"['16', '13']","['34', '15']","['110', '15']","['33', '14']","['157', '15']",0
0,1,0,0,2,0,0,0,"['222', '15']","['141', '15']","['236', '15']","['157', '17']","['432', '12']",0
0,0,1,0,11,5,1,2,"['9', '15']","['74', '18']","['3', '14']","['37', '13']","['22', '14']",1
1,1,1,1,10,3,0,2,"['4', '14']","['40', '13']","['80', '13']","['11', '13']","['110', '13']",1
0,0,0,0,2,0,0,0,"['18', '12']","['157', '10']","['111', '12']","['24', '15']","['74', '15']",0
1,1,1,1,9,2,1,4,"['85', '15']","['222', '14']","['24', '14']","['412', '14']","['15', '16']",1
0,1,1,1,11,3,0,3,"['53', '13']","['18', '15']","['157', '15']","['8', '15']","['19', '13']",1
0,1,0,0,3,0,0,0,"['113', '12']","['245', '14']","['89', '11']","['14', '14']","['236', '12']",0
0,0,0,1,4,0,0,3,"['68', '15']","['62', '14']","['117', '14']","['134', '15']","['18', '15']",0
1,1,1,1,10,2,1,2,"['254', '14']","['53', '14']","['29', '15']","['115', '16']","['39', '16']",1
1,0,0,1,0,0,0,1,"['115', '13']","['157', '13']","['267', '11']","['222', '12']","['14', '13']",0
1,1,1,1,10,2,0,2,"['429', '11']","['141', '12']","['412', '12']","['238', '14']","['236', '13']",1
0,0,1,1,7,1,1,2,"['89', '15']","['223', '16']","['236', '16']","['113', '15']","['61', '16']",1
0,1,1,1,9,1,1,3,"['111', '13']","['41', '15']","['105', '16']","['18', '13']","['102', '15']",1
1,1,1,1,10,2,1,3,"['76', '15']","['103', '15']","['16', '13']","['67', '14']","['86', '14']",1
1,0,0,0,1,0,0,0,"['122', '13']","['223', '11']","['498', '13']","['497', '11']","['13', '13']",0
1,0,0,1,1,0,0,2,"['79', '14']","['55', '14']","['29', '14']","['58', '13']","['25', '12']",0
1,1,1,1,10,2,0,3,"['53', '12']","['41', '15']","['498', '15']","['102', '13']","['91', '14']",1
0,0,1,1,4,1,0,3,"['33', '11']","['111', '11']","['98', '13']","['103', '12']","['81', '11']",1
1,1,1,0,8,2,1,3,"['53', '15']","['222', '16']","['11', '16']","['61', '12']","['35', '15']",1
0,0,0,0,0,0,0,0,"['29', '11']","['26', '10']","['48', '12']","['240', '12']","['82', '13']",0
0,0,0,0,1,0,0,0,"['141', '9']","['30', '12']","['105', '11']","['51', '12']","['16', '9']",0
1,1,1,0,8,2,0,2,"['240', '17']","['57', '14']","['81', '16']","['105', '15']","['254', '15']",1
0,1,1,1,11,2,1,2,"['236', '16']","['8', '16']","['22', '17']","['412', '14']","['57', '15']",1
0,1,1,0,10,2,1,1,"['40', '13']","['141', '15']","['98', '16']","['8', '15']","['236', '14']",1
1,1,1,0,9,3,1,1,"['112', '16']","['154', '14']","['10', '17']","['236', '16']","['40', '14']",1
1,1,1,0,11,1,1,2,"['29', '16']","['57', '15']","['37', '13']","['79', '15']","['157', '15']",1
0,0,0,0,0,0,0,0,"['222', '13']","['11', '12']","['85', '13']","['238', '11']","['44', '13']",0
0,0,1,1,8,1,1,1,"['18', '14']","['99', '15']","['54', '14']","['412', '12']","['59', '14']",1
0,1,1,0,7,1,1,0,"['21', '13']","['3', '14']","['37', '14']","['59', '14']","['427', '14']",1
0,1,0,1,6,0,1,3,"['222', '12']","['102', '14']","['267', '11']","['161', '13']","['122', '14']",1
1,1,0,0,7,0,1,0,"['4', '14']","['27', '15']","['121', '15']","['498', '14']","['17', '13']",1
1,0,1,0,7,1,1,0,"['32', '16']","['18', '16']","['131', '17']","['31', '16']","['497', '15']",1
1,1,1,1,11,3,0,2,"['7', '13']","['83', '15']","['24', '13']","['202', '13']","['150', '14']",1
0,1,1,1,10,2,0,2,"['51', '13']","['31', '14']","['154', '14']","['115', '14']","['12', '12']",1
0,0,0,0,0,0,0,0,"['150', '11']","['89', '11']","['119', '10']","['19', '11']","['236', '10']",0
0,1,1,0,7,1,0,1,"['61', '14']","['420', '13']","['421', '14']","['222', '13']","['432', '13']",1
1,0,0,0,1,0,0,0,"['16', '11']","['120', '12']","['69', '12']","['86', '14']","['18', '12']",0
1,0,0,0,2,0,0,1,"['17', '14']","['15', '14']","['11', '13']","['516', '13']","['45', '15']",0
0,0,0,0,0,0,0,0,"['67', '11']","['117', '9']","['75', '13']","['69', '12']","['141', '12']",0
1,0,1,1,9,2,1,1,"['67', '16']","['53', '14']","['19', '13']","['31', '14']","['90', '15']",1
0,1,1,1,7,1,1,2,"['141', '14']","['150', '15']","['103', '16']","['29', '15']","['432', '14']",1
0,0,0,0,0,0,0,1,"['163', '13']","['19', '14']","['201', '12']","['498', '14']","['111', '13']",0
1,0,0,0,0,0,0,0,"['113', '13']","['57', '12']","['90', '11']","['143', '10']","['202', '11']",0
0,0,0,0,0,0,0,0,"['44', '9']","['42', '10']","['238', '12']","['33', '11']","['164', '11']",0
0,0,0,1,1,0,0,1,"['38', '13']","['104', '12']","['78', '12']","['51', '11']","['267', '10']",0
1,0,0,0,0,0,0,0,"['110', '12']","['92', '15']","['412', '12']","['107', '13']","['55', '12']",0
0,0,0,1,0,0,0,1,"['4', '12']","['131', '11']","['86', '12']","['110', '11']","['25', '10']",0
0,0,0,1,3,0,0,2,"['45', '13']","['10', '16']","['81', '13']","['64', '12']","['223', '12']",0
1,1,1,0,9,2,1,2,"['92', '14']","['89', '13']","['22', '13']","['154', '15']","['99', '14']",1
0,0,1,1,9,2,1,2,"['497', '13']","['238', '13']","['131', '13']","['18', '14']","['102', '13']",1
1,0,0,1,1,0,0,2,"['18', '12']","['92', '13']","['267', '11']","['19', '13']","['245', '12']",0
1,1,1,1,7,1,0,2,"['427', '14']","['238', '14']","['25', '13']","['202', '13']","['80', '14']",1
0,0,0,0,3,0,0,0,"['22', '12']","['16', '11']","['34', '12']","['11', '12']","['75', '14']",0
1,1,0,0,6,0,0,0,"['37', '11']","['41', '11']","['84', '12']","['79', '12']","['18', '11']",1
0,1,1,1,10,2,0,3,"['10', '16']","['141', '13']","['427', '11']","['90', '14']","['18', '15']",1
0,1,1,1,10,2,1,2,"['45', '16']","['18', '16']","['412', '13']","['36', '13']","['150', '15']",1
0,0,0,0,0,0,0,0,"['37', '10']","['202', '9']","['32', '12']","['24', '13']","['99', '13']",0
1,0,0,0,4,0,0,1,"['79', '11']","['236', '13']","['115', '13']","['40', '11']","['157', '12']",0
0,1,1,1,10,2,0,3,"['90', '14']","['26', '11']","['24', '11']","['19', '12']","['96', '12']",1
0,1,1,0,10,2,0,1,"['59', '13']","['18', '12']","['57', '12']","['40', '11']","['84', '12']",1
0,0,0,0,1,0,0,0,"['75', '11']","['37', '9']","['21', '10']","['11', '10']","['268', '10']",0
0,0,0,0,2,0,0,0,"['12', '10']","['516', '13']","['18', '11']","['154', '9']","['1', '10']",0
0,1,0,0,4,0,0,1,"['119', '12']","['75', '14']","['89', '10']","['107', '12']","['63', '12']",1
0,0,0,0,0,0,0,0,"['24', '13']","['77', '11']","['498', '12']","['201', '10']","['238', '12']",0
1,1,0,1,4,0,0,1,"['96', '11']","['59', '10']","['38', '12']","['25', '10']","['516', '13']",0
1,1,1,1,10,2,1,2,"['79', '12']","['412', '12']","['119', '12']","['131', '13']","['164', '14']",1
1,1,1,0,9,1,0,2,"['157', '12']","['126', '12']","['120', '12']","['25', '12']","['222', '12']",1
1,1,1,1,11,2,0,2,"['154', '11']","['105', '12']","['81', '13']","['86', '13']","['143', '12']",1
0,1,1,1,10,2,0,1,"['13', '11']","['28', '13']","['58', '13']","['222', '12']","['412', '11']",1
0,0,0,0,0,0,0,0,"['126', '8']","['119', '11']","['117', '9']","['3', '12']","['254', '11']",0
0,1,0,1,6,0,0,2,"['48', '11']","['1', '11']","['24', '13']","['61', '13']","['81', '13']",1
0,0,0,0,0,0,0,0,"['201', '10']","['141', '12']","['498', '11']","['420', '10']","['134', '11']",0
0,0,0,0,0,0,0,0,"['154', '11']","['48', '10']","['15', '11']","['267', '10']","['238', '11']",0
1,1,1,1,7,1,0,3,"['11', '12']","['164', '12']","['8', '12']","['117', '10']","['222', '12']",1
0,0,0,1,4,0,0,2,"['18', '11']","['19', '11']","['16', '10']","['23', '15']","['38', '12']",0
0,1,0,0,3,0,0,1,"['25', '11']","['420', '13']","['236', '11']","['141', '12']","['103', '13']",1
0,0,0,0,0,0,0,0,"['245', '8']","['29', '8']","['23', '10']","['16', '8']","['35', '9']",0
1,1,0,1,3,0,0,2,"['18', '11']","['91', '13']","['19', '11']","['99', '9']","['126', '12']",1
1,1,1,1,10,2,0,2,"['61', '11']","['98', '10']","['76', '11']","['266', '11']","['18', '12']",1
1,1,0,0,3,0,0,0,"['21', '11']","['7', '12']","['28', '13']","['157', '12']","['412', '10']",1
1,1,1,0,6,1,0,0,"['22', '9']","['117', '9']","['92', '10']","['61', '11']","['59', '10']",1
1,0,0,0,2,0,0,0,"['267', '8']","['67', '8']","['113', '9']","['103', '10']","['80', '10']",0
1,0,0,1,0,0,0,1,"['119', '8']","['497', '5']","['92', '10']","['64', '9']","['115', '10']",0
1,0,0,0,0,0,0,0,"['157', '3']","['17', '3']","['421', '3']","['110', '2']","['412', '2']",1
1,0,0,0,0,0,0,0,"['254', '3']","['164', '2']","['37', '2']","['61', '2']","['29', '2']",1
0,0,0,0,0,0,0,0,"['240', '3']","['157', '3']","['81', '1']","['11', '2']","['59', '2']",0
0,0,0,0,0,0,0,0,"['121', '3']","['157', '3']","['4', '2']","['40', '2']","['222', '2']",1
0,0,0,0,0,0,0,0,"['64', '3']","['92', '3']","['90', '3']","['22', '2']","['412', '2']",1
1,0,0,0,0,0,0,0,"['74', '1']","['154', '3']","['21', '2']","['99', '2']","['516', '3']",0
1,0,0,0,0,0,0,0,"['121', '4']","['133', '3']","['61', '1']","['43', '3']","['119', '3']",0
0,0,0,0,0,0,0,0,"['223', '2']","['17', '2']","['119', '2']","['63', '2']","['4', '3']",1
0,0,0,0,0,0,0,0,"['53', '1']","['107', '2']","['75', '3']","['29', '2']","['3', '3']",0
1,0,0,0,0,0,0,0,"['18', '2']","['58', '3']","['89', '2']","['57', '3']","['103', '3']",1
0,0,0,0,0,0,0,0,"['238', '1']","['19', '1']","['236', '2']","['150', '3']","['117', '2']",0
1,0,0,0,0,0,0,0,"['75', '1']","['119', '2']","['40', '2']","['90', '3']","['33', '3']",0
0,0,0,1,9,1,1,5,"['1', '18']","['63', '18']","['516', '18']","['11', '18']","['110', '18']",1
1,1,1,1,10,2,3,2,"['67', '18']","['53', '17']","['45', '18']","['421', '18']","['19', '18']",0
1,1,0,1,6,1,0,2,"['141', '18']","['69', '18']","['67', '18']","['23', '18']","['53', '17']",0
1,1,1,1,11,3,1,3,"['59', '17']","['122', '18']","['61', '18']","['18', '18']","['412', '16']",1
1,1,0,1,7,1,2,3,"['63', '18']","['29', '18']","['55', '18']","['254', '18']","['92', '18']",1
1,1,0,0,11,3,2,3,"['164', '18']","['40', '18']","['59', '18']","['18', '18']","['103', '18']",1
0,1,1,1,10,4,0,2,"['24', '18']","['67', '16']","['34', '18']","['516', '15']","['53', '15']",1
1,1,0,1,7,1,0,3,"['202', '18']","['115', '18']","['60', '18']","['143', '18']","['83', '18']",0
0,1,1,1,9,2,0,2,"['23', '16']","['131', '15']","['37', '15']","['18', '15']","['89', '13']",0
1,0,0,1,3,0,0,3,"['2', '18']","['67', '18']","['102', '16']","['236', '16']","['1', '16']",0
0,0,0,0,8,0,1,2,"['202', '16']","['63', '18']","['223', '16']","['11', '18']","['31', '18']",0
1,1,0,0,3,0,1,0,"['119', '16']","['40', '14']","['61', '17']","['35', '16']","['78', '17']",0
0,1,0,1,5,0,0,2,"['141', '17']","['58', '17']","['69', '14']","['236', '17']","['40', '15']",0
1,1,1,1,9,3,0,2,"['18', '16']","['157', '18']","['19', '17']","['14', '17']","['53', '15']",0
1,1,1,0,5,1,0,0,"['202', '16']","['81', '17']","['99', '16']","['40', '16']","['98', '10']",0
1,1,1,0,8,3,3,2,"['516', '18']","['5', '18']","['43', '17']","['222', '18']","['45', '17']",1
0,1,0,1,3,0,0,2,"['5', '16']","['99', '16']","['57', '17']","['202', '16']","['412', '14']",0
0,0,0,0,9,1,2,2,"['90', '18']","['25', '18']","['202', '18']","['141', '18']","['120', '18']",1
1,1,0,0,3,0,1,1,"['119', '17']","['37', '15']","['24', '18']","['516', '16']","['4', '17']",0
1,1,0,0,2,0,0,2,"['121', '15']","['67', '15']","['267', '15']","['126', '18']","['61', '16']",0
1,0,0,0,7,1,0,1,"['201', '16']","['164', '17']","['120', '18']","['67', '16']","['245', '18']",1
